	A549_CTL_rnaseq	A549_PIC_rnaseq
MCL1	14291	61960
MCIDAS	121	21
MCHR1	0	17
MCFD2	13193	1564
MCF2L2	464	549
MCF2L	55	9
MCEE	265	85
MCCC2	7234	1035
MCCC1-AS1	133	64
MCCC1	914	362
MCC	64	146
MCAT	498	50
MCAM	415	354
MC5R	0	27
MC4R	10	12
MC1R	353	287
MBTPS2	6261	287
MBTPS1-DT	4	39
MBTPS1	5041	763
MBTD1	1243	469
MBP	3411	227
MBOAT7	2714	193
MBOAT4	10	25
MBOAT2	2544	116
MBOAT1	293	125
MBNL2	2492	226
MBNL1-AS1	194	185
MBNL1	13168	1546
MBLAC2	986	154
MBLAC1	88	10
MBIP	1233	1355
MBD6	606	622
MBD5	380	88
MBD4	2162	789
MBD3	1876	434
MBD2	3428	198
MBD1	1800	2215
MB21D2	492	258
MB	111	11
MAZ	4877	1232
MAX	2818	767
MAVS	10045	991
MAU2	920	464
MATR3	30223	5907
MATN4	0	220
MATN3	731	73
MATN2	1201	141
MATN1-AS1	44	1127
MATN1	16	475
MATK	2	12
MAT2B	3896	1865
MAT2A	28684	94959
MASTL	4390	1005
MAST4-AS1	29	44
MAST4	592	307
MAST3-AS1	27	6
MAST3	261	36
MAST2	2475	243
MAST1	27	18
MASP2	1127	1829
MARVELD3	18	14
MARVELD2	628	298
MARVELD1	1890	156
MARS2	1038	523
MARS1	6964	2895
MARK4	399	55
MARK3	4498	514
MARK2P16	0	66
MARK2	2035	698
MARK1	16	2
MARF1	2653	709
MARCKSL1P1	1	11
MARCKSL1	1683	1693
MARCKS	4102	3381
MARCHF9	290	429
MARCHF8	1458	73
MARCHF7	6304	2376
MARCHF6	7760	2857
MARCHF5	2564	1661
MARCHF4	1552	201
MARCHF3	62	34
MARCHF2	195	20
MARCHF10	6	48
MARCHF1	351	301
MAPT	88	26
MAPRE3-AS1	2	10
MAPRE3	528	160
MAPRE2	2867	353
MAPRE1	14834	1070
MAPKBP1	399	419
MAPKAPK5-AS1	1044	3868
MAPKAPK5	2550	498
MAPKAPK3	1570	64
MAPKAPK2	2657	314
MAPKAP1	4562	147
MAPK9	4027	172
MAPK8IP3	1176	1056
MAPK8IP2	122	198
MAPK8IP1P2	14	12
MAPK8IP1	314	354
MAPK8	1714	271
MAPK7	600	127
MAPK6-DT	3	39
MAPK6	9886	1888
MAPK3	673	20
MAPK1IP1L	7691	2399
MAPK15	7	20
MAPK14	3040	466
MAPK13	7	35
MAPK12	541	617
MAPK11	206	56
MAPK10	153	249
MAPK1	7654	360
MAP9-AS1	370	89
MAP9	2688	776
MAP7D3	1919	201
MAP7D2	2020	46
MAP7D1	3389	832
MAP7-AS1	15	97
MAP7	5030	313
MAP6D1	132	8
MAP6	70	9
MAP4K5	4218	1935
MAP4K4	9142	2676
MAP4K3-DT	238	293
MAP4K3	3795	586
MAP4K2	238	183
MAP4K1-AS1	10	6
MAP4K1	33	25
MAP4	14810	396
MAP3K9-DT	379	365
MAP3K9	2242	333
MAP3K8	767	19674
MAP3K7CL	74	85
MAP3K7	2867	605
MAP3K6	336	104
MAP3K5	507	70
MAP3K4-AS1	56	154
MAP3K4	1511	85
MAP3K3	1022	210
MAP3K21	3447	345
MAP3K20-AS1	838	23
MAP3K20	11571	454
MAP3K2-DT	67	183
MAP3K2	5744	850
MAP3K15	1650	126
MAP3K14-AS1	1302	1314
MAP3K14	4239	3211
MAP3K13	1034	418
MAP3K12	3168	1905
MAP3K11	1340	303
MAP3K10	425	411
MAP3K1	1296	482
MAP2K7	810	305
MAP2K6	2735	85
MAP2K5-DT	10	174
MAP2K5	733	52
MAP2K4	4810	518
MAP2K3	2245	1923
MAP2K2	2739	515
MAP2K1P1	24	9
MAP2K1	3888	854
MAP2	115	195
MAP1S	363	704
MAP1LC3C	7	84
MAP1LC3BP1	0	23
MAP1LC3B2	44	42
MAP1LC3B	3309	5303
MAP1LC3A	48	343
MAP1B	35521	1487
MAP1A	460	162
MAP10	148	499
MAOB	38	2
MAOA	221	87
MANSC4	29	2
MANSC1	866	52
MANF	1895	460
MANEAL	1242	27
MANEA-DT	2	44
MANEA	1895	177
MANCR	23	54
MANBAL	2507	505
MANBA	778	281
MAN2C1	1177	1618
MAN2B2	885	260
MAN2B1	771	364
MAN2A2	2257	2239
MAN2A1-DT	3	20
MAN2A1	4838	385
MAN1C1	41	2
MAN1B1-DT	88	109
MAN1B1	1952	190
MAN1A2	3749	220
MAMLD1	453	116
MAML3	748	748
MAML2	509	100
MAML1	2357	930
MAMDC4	286	354
MALT1-AS1	59	117
MALT1	4878	639
MALSU1	2941	1014
MALLP1	23	0
MALL	1288	18
MALINC1	142	161
MALAT1	17578	52863
MAL2-AS1	7	17
MAL2	33	65
MAK16	5018	2006
MAK	53	73
MAIP1	1124	269
MAILR	34	145
MAGT1	7486	905
MAGOHB	1817	313
MAGOH2P	11	73
MAGOH-DT	1868	182
MAGOH	986	553
MAGIX	32	47
MAGI3	1835	187
MAGI2-AS3	67	139
MAGI2	44	400
MAGI1-IT1	8	14
MAGI1	597	52
MAGEH1	199	68
MAGEF1	915	595
MAGEE1	331	130
MAGED4B	5	14
MAGED2	2767	294
MAGED1	3842	353
MAGEB1	0	14
MAGEA6	366	349
MAGEA4	10	6
MAGEA3	62	16
MAGEA11	0	14
MAFK	2105	8243
MAFG-DT	170	23
MAFG	4951	5523
MAFF	219	5749
MAFB	0	882
MAFA-AS1	0	14
MAFA	0	390
MAF1	2361	390
MAF	18	53
MAEL	0	10
MAEA	2082	646
MADD	2413	395
MADCAM1-AS1	75	15
MADCAM1	5	26
MAD2L2	715	128
MAD2L1BP	558	523
MAD2L1-DT	12	242
MAD2L1	5515	306
MAD1L1	483	62
MACROH2A2	1749	588
MACROH2A1	11309	1820
MACROD2	55	19
MACROD1	199	99
MACO1	1002	54
MACIR	2095	401
MACF1	14432	9561
M6PR	7844	8070
LZTS3	128	192
LZTS2	817	140
LZTS1	4	10
LZTR1	780	221
LZTFL1	874	798
LZIC	2140	699
LYZL6	0	40
LYZ	0	14
LYST	1342	417
LYSMD4	584	265
LYSMD3	2712	896
LYSMD2	929	85
LYSMD1	460	114
LYRM9	76	32
LYRM7	1703	372
LYRM4-AS1	184	8
LYRM4	791	32
LYRM2	3380	2508
LYRM1	1283	785
LYPLAL1-DT	15	6
LYPLAL1-AS1	0	35
LYPLAL1	945	152
LYPLA2	933	466
LYPLA1P3	44	2
LYPLA1	9149	677
LYPD6	29	0
LYPD5	4	44
LYPD3	12	47
LYPD1	980	344
LYNX1-SLURP2	17	4
LYNX1	129	7
LYN	2813	330
LYG2	22	2
LYG1	37	68
LYAR	2044	625
LY75-CD302	102	19
LY75	2	19
LY6K	219	486
LY6G6D	0	10
LY6G6C	0	55
LY6G5C	14	89
LY6G5B	518	1282
LY6E-DT	37	7
LY6E	1574	45
LXN	1179	242
LUZP1	4591	703
LURAP1L-AS1	8	166
LURAP1L	984	1451
LUNAR1	23	27
LUM	122	25
LUCAT1	1057	773
LUC7L3	13607	30422
LUC7L2	6589	997
LUC7L	2012	1575
LUARIS	50	16
LTV1	3408	1755
LTO1	4822	2149
LTN1	3542	934
LTK	4	16
LTBR	4420	882
LTBP4	800	712
LTBP3	2133	1133
LTBP2	554	163
LTBP1	1195	103
LTB4R2	477	498
LTB4R	859	1403
LTB	4	526
LTA4H	5916	1643
LTA	0	247
LST1	0	207
LSS	1128	263
LSR	347	862
LSP1P5	36	2
LSP1P4	84	22
LSP1P3	10	0
LSMEM2	440	170
LSMEM1	97	1504
LSM8	2877	4163
LSM7	867	560
LSM6	458	243
LSM5	3232	2167
LSM4	2721	168
LSM3	3180	461
LSM2	874	123
LSM14B	1432	452
LSM14A	15254	1957
LSM12P1	273	44
LSM12	2319	551
LSM11	1055	338
LSM10	581	78
LSM1	1768	585
LSG1	3569	1109
LSAMP	116	82
LRWD1	629	571
LRTOMT	1184	453
LRTM2	0	12
LRSAM1	673	213
LRRN4CL	2	125
LRRN4	6	96
LRRN3	4	6138
LRRN2	272	32
LRRK2-DT	23	375
LRRK2	1684	360
LRRK1	2724	281
LRRIQ4	0	19
LRRIQ3	117	27
LRRIQ1	145	78
LRRFIP2	5320	1209
LRRFIP1P1	175	141
LRRFIP1	9335	368
LRRD1	9	29
LRRCC1	686	36
LRRC8E	319	283
LRRC8D-DT	8	89
LRRC8D	4299	170
LRRC8C-DT	410	80
LRRC8C	1985	126
LRRC8B	2081	147
LRRC8A	2473	616
LRRC75B	49	42
LRRC75A	6662	4693
LRRC73	5	14
LRRC71	7	11
LRRC70	25	13
LRRC7	26	60
LRRC69	62	35
LRRC66	18	90
LRRC59	18389	2776
LRRC58-DT	101	11
LRRC58	11122	947
LRRC57	1030	355
LRRC56	21	39
LRRC51	330	437
LRRC4C	0	18
LRRC4B	10	3
LRRC49	680	70
LRRC47	2144	692
LRRC46	52	50
LRRC45	639	207
LRRC43	2	25
LRRC42	1016	123
LRRC41	1517	1064
LRRC40	1972	404
LRRC39	366	269
LRRC37BP1	2032	297
LRRC37B	417	364
LRRC37A9P	63	111
LRRC37A6P	40	205
LRRC37A5P	10	10
LRRC37A4P	1283	175
LRRC37A3	110	382
LRRC37A2	304	104
LRRC37A17P	542	213
LRRC37A16P	1769	429
LRRC37A15P	47	13
LRRC37A	85	35
LRRC34	62	49
LRRC32	2	64
LRRC31	4	12
LRRC3	134	15
LRRC29	15	11
LRRC28	709	189
LRRC27	252	200
LRRC24	238	325
LRRC23	668	138
LRRC20	1067	51
LRRC19	15	9
LRRC17	17	12
LRRC15	3	156
LRRC14	944	815
LRRC1	706	520
LRR1	1628	456
LRPPRC	29518	2556
LRPAP1	2392	121
LRP8-DT	19	3
LRP8	8305	744
LRP6	7019	735
LRP5L	174	40
LRP5	2389	171
LRP4-AS1	60	9
LRP4	892	60
LRP3	791	54
LRP2BP	72	31
LRP2	6	116
LRP1B	0	24
LRP12	2344	132
LRP11	4261	553
LRP10	3863	895
LRP1-AS	15	0
LRP1	1246	305
LRMDA	78	12
LRIT3	0	28
LRIG3-DT	2	96
LRIG3	758	1021
LRIG2	678	428
LRIG1	352	91
LRIF1	1925	905
LRGUK	37	43
LRG1	33	12
LRFN4	736	117
LRFN3	468	56
LRFN1	229	289
LRCH4	441	2000
LRCH3	1378	620
LRCH2	10	2
LRCH1	1304	672
LRBA	4145	954
LRATD2	1390	1236
LRATD1	0	16
LRAT	21	22
LPXN	157	288
LPP-AS2	73	404
LPP	8383	402
LPO	28	32
LPL	2	14
LPIN3	581	435
LPIN2	1853	444
LPIN1	3825	544
LPGAT1	11205	703
LPCAT4	944	126
LPCAT3	2706	525
LPCAT2	956	64
LPCAT1	8543	461
LPAR6	105	1568
LPAR5	27	4
LPAR3	27	2
LPAR2	47	37
LPAR1	3052	606
LPAL2	129	28
LPA	0	33
LOXL4	109	9
LOXL3	299	104
LOXL2	7581	243
LOXL1-AS1	83	16
LOXL1	13	0
LOX	120	340
LONRF3	529	253
LONRF2	2050	254
LONRF1	886	258
LONP2	6350	652
LONP1	3763	433
LOH12CR2	21	54
LNX2	1102	122
LNX1	659	187
LNPK	3148	69
LNPEP	5237	793
LNP1	79	63
LNMICC	651	59
LNCTAM34A	37	64
LNCSRLR	25	15
LNCOC1	263	500
LNCATV	10	72
LNCAROD	550	381
LMX1B-DT	0	12
LMX1B	113	4
LMTK3	214	77
LMTK2	4102	735
LMOD3	21	7
LMOD2	0	10
LMOD1	16	30
LMO7DN-IT1	0	24
LMO7DN	0	39
LMO7-AS1	323	24
LMO7	6456	1443
LMO4	1159	317
LMO3	51	2
LMO2	8	194
LMO1	38	6
LMNTD2-AS1	18	139
LMNTD2	42	199
LMNTD1	12	0
LMNB2	6846	694
LMNB1	7936	162
LMNA	15776	5838
LMLN2	9	121
LMLN-AS1	37	18
LMLN	621	170
LMF2	725	295
LMF1-AS1	12	2
LMF1	175	22
LMCD1-AS1	32	14
LMCD1	2140	611
LMBRD2	1769	277
LMBRD1	1013	111
LMBR1L	211	414
LMBR1	4630	183
LMAN2L	1833	87
LMAN2	5828	802
LMAN1	11770	749
LLPHP3	85	14
LLPH-DT	18	31
LLPH	3915	2781
LLGL2	987	139
LLGL1	758	74
LL22NC03-63E9.3	0	10
LIX1L-AS1	2266	1657
LIX1L	1713	274
LIX1-AS1	85	93
LIVAR	16	119
LITAF	8620	1847
LIPT2-AS1	149	35
LIPT2	108	71
LIPT1	159	319
LIPJ	2	22
LIPI	14	0
LIPH	957	244
LIPG	58	389
LIPF	0	16
LIPE-AS1	157	691
LIPE	156	293
LIPC	20	14
LIPA	5083	5006
LINS1	1488	709
LINP1	1330	104
LINGO2	28	11
LINGO1	103	22
LINC03026	33	14
LINC03025	1	820
LINC03017	2	18
LINC03016	2	14
LINC03015	216	697
LINC03014	4	12
LINC03013	0	10
LINC03011	34	37
LINC03009	356	282
LINC03006	63	353
LINC03004	0	187
LINC02995	0	76
LINC02994	10	5
LINC02989	3	38
LINC02987	1007	926
LINC02986	7	547
LINC02985	14	9
LINC02984	24	14
LINC02983	0	20
LINC02982	10	1
LINC02981	10	2
LINC02980	96	99
LINC02979	40	6
LINC02977	350	216
LINC02976	46	15
LINC02972	8	101
LINC02971	4	10
LINC02969	87	25
LINC02968	0	19
LINC02966	128	59
LINC02960	10	342
LINC02958	7	10
LINC02957	0	21
LINC02951	106	333
LINC02942	4	43
LINC02939	3	26
LINC02936	9	11
LINC02934	0	11
LINC02928	9	417
LINC02926	10	4
LINC02925	10	27
LINC02924	2	30
LINC02922	0	27
LINC02918	104	103
LINC02916	33	12
LINC02912	31	51
LINC02908	12	8
LINC02902	14	0
LINC02901	27	52
LINC02897	5	27
LINC02893	110	92
LINC02889	38	31
LINC02888	2	37
LINC02886	0	13
LINC02882	37	9
LINC02878	19	248
LINC02874	23	2
LINC02870	126	30
LINC02864	1786	693
LINC02863	0	12
LINC02861	32	5
LINC02860	0	11
LINC02856	0	10
LINC02846	42	15
LINC02843	0	43
LINC02840	0	33
LINC02827	5	63
LINC02818	0	29
LINC02816	12	20
LINC02811	8	11
LINC02806	2	12
LINC02804	21	12
LINC02803	10	0
LINC02798	0	17
LINC02788	16	3
LINC02783	14	18
LINC02777	4	12
LINC02774	0	48
LINC02762	37	6
LINC02757	2	1103
LINC02747	180	8
LINC02742	30	31
LINC02739	0	47
LINC02735	24	4
LINC02732	27	12
LINC02728	16	20
LINC02709	98	207
LINC02701	2	8930
LINC02700	0	28
LINC02696	2	93
LINC02693	1512	597
LINC02669	2	48
LINC02649	7	11
LINC02643	33	6
LINC02637	205	275
LINC02631	6	10
LINC02615	152	34
LINC02614	14	6
LINC02609	60	26
LINC02608	1	14
LINC02605	0	125
LINC02604	37	86
LINC02603	133	1005
LINC02601	0	26
LINC02600	62	66
LINC02595	65	120
LINC02593	91	35
LINC02585	4	50
LINC02582	5071	625
LINC02577	213	713
LINC02575	118	118
LINC02574	31	1932
LINC02569	4	51
LINC02568	0	19
LINC02562	23	0
LINC02561	40	8
LINC02560	2	149
LINC02552	0	24
LINC02551	0	22
LINC02542	4	118
LINC02541	9	18
LINC02535	112	24
LINC02532	526	578
LINC02515	0	19
LINC02507	0	12
LINC02506	236	62
LINC02482	48	303
LINC02481	3	16
LINC02478	2	18
LINC02473	2	21
LINC02457	2	35
LINC02454	11	54
LINC02450	3	328
LINC02449	48	50
LINC02447	0	28
LINC02446	2	14
LINC02432	2	26
LINC02427	0	17
LINC02422	13	37
LINC02421	2	13
LINC02416	0	29
LINC02410	0	76
LINC02399	0	61
LINC02395	0	36
LINC02381	43	90
LINC02367	75	41
LINC02365	0	48
LINC02362	2	47
LINC02361	12	11
LINC02352	13	45
LINC02348	4	11
LINC02340	6	77
LINC02331	225	25
LINC02328	2	17
LINC02327	0	19
LINC02321	4	19
LINC02319	0	27
LINC02318	0	43
LINC02313	26	34
LINC02298	149	141
LINC02289	0	10
LINC02280	12	8
LINC02269	17	2
LINC02268	0	28
LINC02263	0	32
LINC02249	10	0
LINC02246	168	11
LINC02245	27	29
LINC02236	78	8
LINC02235	0	13
LINC02229	0	15
LINC02228	3	12
LINC02211	2	29
LINC02210-CRHR1	181	41
LINC02210	849	229
LINC02204	9	168
LINC02202	5	3989
LINC02193	25	4
LINC02186	0	13
LINC02185	0	10
LINC02175	19	62
LINC02167	1	15
LINC02166	15	18
LINC02163	16	15
LINC02137	0	23
LINC02102	0	15
LINC02098	0	21
LINC02092	0	13
LINC02086	598	57
LINC02084	25	4
LINC02076	19	247
LINC02074	0	18
LINC02073	20	10
LINC02067	842	72
LINC02065	10	52
LINC02057	50	111
LINC02048	6	26
LINC02044	0	259
LINC02043	10	30
LINC02041	23	12
LINC02035	337	87
LINC02033	0	138
LINC02032	0	73
LINC02029	6	225
LINC02022	0	14
LINC02018	15	15
LINC02015	16	45
LINC02014	1	30
LINC02004	9	17
LINC01986	0	12
LINC01979	11	10
LINC01978	18	13
LINC01977	20	11
LINC01971	3	32
LINC01970	16	412
LINC01968	4	16
LINC01964	0	15
LINC01963	1782	177
LINC01962	5	108
LINC01948	49	2
LINC01943	777	88
LINC01942	10	5
LINC01933	0	10
LINC01923	0	25
LINC01914	77	111
LINC01913	8	67
LINC01910	57	54
LINC01909	36	76
LINC01895	0	29
LINC01882	2	31
LINC01881	132	23
LINC01879	0	12
LINC01876	11	0
LINC01869	2	20
LINC01857	0	11
LINC01845	6	22
LINC01843	64	8
LINC01842	40	0
LINC01836	454	332
LINC01833	133	29
LINC01829	14	32
LINC01828	2	80
LINC01827	0	26
LINC01816	9	33
LINC01806	148	163
LINC01792	0	10
LINC01786	12	6
LINC01776	14	21
LINC01772	66	74
LINC01767	2	72
LINC01766	0	120
LINC01764	0	14
LINC01754	1	14
LINC01749	0	17
LINC01740	0	34
LINC01733	0	22
LINC01730	49	242
LINC01725	0	20
LINC01721	0	221
LINC01719	114	114
LINC01709	45	5
LINC01703	19	5
LINC01694	4	20
LINC01693	0	17
LINC01686	0	35
LINC01682	0	17
LINC01647	0	294
LINC01637	24	5
LINC01635	13	10
LINC01634	0	27
LINC01623	0	335
LINC01620	0	15
LINC01619	54	91
LINC01618	101	592
LINC01610	0	88
LINC01602	5	25
LINC01589	43	388
LINC01588	203	362
LINC01585	1	18
LINC01583	8	19
LINC01572	76	39
LINC01569	53	92
LINC01564	32	14
LINC01563	21	15
LINC01560	69	181
LINC01559	124	167
LINC01556	6	10
LINC01555	0	15
LINC01554	2	581
LINC01547	181	27
LINC01539	0	20
LINC01532	0	28
LINC01530	15	10
LINC01529	17	37
LINC01521	105	41
LINC01517	1	90
LINC01515	152	35
LINC01511	2	127
LINC01504	1517	711
LINC01503	39	24
LINC01499	0	10
LINC01496	0	18
LINC01484	0	36
LINC01480	0	47
LINC01474	106	245
LINC01473	26	43
LINC01467	0	72
LINC01465	27	163
LINC01460	15	160
LINC01447	2	259
LINC01433	65	160
LINC01431	11	48
LINC01424	42	130
LINC01423	0	34
LINC01419	0	43
LINC01412	0	17
LINC01410	22	50
LINC01409	53	247
LINC01391	14	25
LINC01376	63	82
LINC01366	0	19
LINC01359	4	13
LINC01358	0	245
LINC01355	175	504
LINC01348	17	129
LINC01347	40	73
LINC01341	24	56
LINC01331	0	37
LINC01322	368	756
LINC01312	12	8
LINC01311	11	368
LINC01305	18	101
LINC01303	10	117
LINC01301	0	10
LINC01291	15	14
LINC01285	28	52
LINC01278	821	147
LINC01277	0	64
LINC01273	40	147
LINC01271	161	202
LINC01270	251	252
LINC01257	11	9
LINC01252	9	21
LINC01239	3	21
LINC01238	8	53
LINC01234	1597	472
LINC01232	72	68
LINC01226	4	66
LINC01220	16	41
LINC01215	0	46
LINC01204	6	14
LINC01203	1	13
LINC01191	2	25
LINC01186	228	772
LINC01182	176	55
LINC01179	1	13
LINC01176	34	17
LINC01160	13	0
LINC01152	29	22
LINC01151	20	11
LINC01146	36	6
LINC01145	2	13
LINC01144	2	65
LINC01140	10	0
LINC01139	47	48
LINC01138	55	165
LINC01135	2	274
LINC01133	21	2
LINC01128	802	525
LINC01126	22	151
LINC01123	141	32
LINC01122	10	16
LINC01121	9	28
LINC01119	41	72
LINC01117	12	8
LINC01116	151	20
LINC01109	0	22
LINC01106	322	72
LINC01099	2	15
LINC01094	52	48
LINC01091	12	29
LINC01089	127	2298
LINC01085	79	22
LINC01063	4	32
LINC01060	22	27
LINC01058	19	14
LINC01036	37	146
LINC01023	30	727
LINC01018	998	203
LINC01012	68	71
LINC01011	83	130
LINC01004	70	3442
LINC01003	26	4137
LINC01002	14	7
LINC01001	15	2
LINC00997	431	54
LINC00993	100	64
LINC00987	107	13
LINC00973	715	3566
LINC00971	0	19
LINC00964	15	8
LINC00963	853	940
LINC00960	53	13
LINC00958	11	22
LINC00954	3	17
LINC00944	0	75
LINC00943	0	46
LINC00942	12	0
LINC00941	206	63
LINC00938	272	1895
LINC00933	22	16
LINC00930	0	10
LINC00928	0	13
LINC00926	67	23
LINC00923	81	62
LINC00921	1	20
LINC00920	128	214
LINC00917	0	99
LINC00911	0	14
LINC00910	187	1659
LINC00900	6	18
LINC00899	4	10
LINC00896	0	28
LINC00888	373	593
LINC00887	63	143
LINC00886	48	190
LINC00881	0	187
LINC00880	4	43
LINC00877	0	32
LINC00869	16	28
LINC00867	83	39
LINC00865	0	207
LINC00863	217	888
LINC00862	99	35
LINC00858	91	11
LINC00857	613	429
LINC00852	8	12
LINC00847	1074	799
LINC00842	1074	185
LINC00839	2	14
LINC00707	2966	421
LINC00706	13	46
LINC00705	10	69
LINC00702	0	62
LINC00689	15	29
LINC00685	15	50
LINC00682	2	16
LINC00680	249	208
LINC00677	5	123
LINC00674	875	198
LINC00672	67	218
LINC00671	0	24
LINC00667	749	1376
LINC00665	22	31
LINC00663	2	10
LINC00662	1610	602
LINC00654	0	17
LINC00653	51	1688
LINC00652	8	198
LINC00649	211	48
LINC00641	1171	4897
LINC00638	29	18
LINC00632	396	83
LINC00630	358	99
LINC00629	20	28
LINC00628	17	13
LINC00624	295	52
LINC00622	3	37
LINC00621	2	10
LINC00612	0	38
LINC00605	11	58
LINC00602	315	252
LINC00592	10	30
LINC00574	21	34
LINC00571	91	65
LINC00562	19	0
LINC00557	10	2
LINC00551	16	27
LINC00543	21	45
LINC00540	26	6
LINC00539	27	94
LINC00528	0	27
LINC00526	89	431
LINC00525	19	39
LINC00520	2	81
LINC00513	39	550
LINC00511	1711	1493
LINC00506	12	29
LINC00488	115	2
LINC00486	2	22
LINC00482	28	1211
LINC00479	0	11
LINC00475	6	72
LINC00472	1309	2243
LINC00471	32	28
LINC00470	76	41
LINC00467	272	182
LINC00460	14	2
LINC00449	13	7
LINC00431	17	172
LINC00412	1	17
LINC00397	6	10
LINC00390	5	28
LINC00370	3	136
LINC00342	1026	98
LINC00339	446	238
LINC00334	96	89
LINC00324	3	251
LINC00323	0	24
LINC00322	8	20
LINC00313	29	21
LINC00309	0	30
LINC00304	27	40
LINC00303	0	18
LINC00294	1398	170
LINC00265	120	105
LINC00261	109	15
LINC00243	4	109
LINC00242	15	39
LINC00240	28	284
LINC00235	51	118
LINC00216	18	62
LINC00205	1364	303
LINC00189	0	15
LINC00174	193	211
LINC00173	43	121
LINC00115	6	541
LINC00111	0	24
LINC00106	9	76
LINC00052	2	261
LINC-PINT	547	4219
LIN9	1776	264
LIN7C	3153	871
LIN7B	56	94
LIN7A	278	29
LIN54	2228	181
LIN52	919	201
LIN37	255	939
LIN28B	652	274
LIN28A	0	42
LIMS2	37	39
LIMS1	6388	287
LIMK2	423	170
LIMK1	1623	89
LIME1	94	340
LIMD2	128	63
LIMD1-AS1	3235	1025
LIMD1	4844	1671
LIMCH1	9800	639
LIMA1	480	305
LILRB5	0	22
LILRB3	5	51
LILRB2	0	14
LILRB1-AS1	0	45
LILRB1	0	24
LILRA6	8	17
LIG4	1439	2599
LIG3	3347	993
LIG1	3929	550
LIFR-AS1	26	146
LIFR	1445	1209
LIF-AS2	401	818
LIF-AS1	30	233
LIF	3791	9262
LIAS	750	123
LHX9	28	22
LHX8	506	216
LHX6	22	4
LHX5-AS1	0	43
LHX5	0	113
LHX4	692	295
LHX2	151	27
LHX1-DT	92	20
LHX1	145	67
LHPP	136	19
LHFPL6	327	37
LHFPL5	3708	450
LHFPL4	6	14
LHFPL2	4441	410
LHB	7	56
LGSN	675	292
LGR6	103	27
LGR5	0	68
LGR4-AS1	24	40
LGR4	13295	2027
LGMN	2066	1698
LGI4	2	20
LGI3	34	2
LGI2	31	24
LGI1	0	22
LGALSL-DT	8	28
LGALSL	924	936
LGALS9	19	54
LGALS8-AS1	64	59
LGALS8	5414	3755
LGALS4	24	42
LGALS3BP	4906	1490
LGALS3	2059	823
LGALS17A	0	14
LGALS1	2917	682
LFNG	92	387
LEUTX	0	10
LETMD1	1284	820
LETM2	384	732
LETM1	3570	425
LERFS	51	90
LEPROTL1	4847	471
LEPROT	5907	1274
LEPR	525	27
LEO1	4221	994
LENG9	358	1354
LENG8-AS1	167	633
LENG8	3158	13212
LENG1	606	609
LEMD3	2274	746
LEMD2	1839	732
LEKR1	23	1155
LECT2	19	9
LEAP2	45	149
LDOC1	1281	492
LDLRAP1	907	24
LDLRAD4	29	408
LDLRAD3	1748	54
LDLRAD2	715	177
LDLR	4374	1657
LDHD	26	0
LDHBP2	27	0
LDHB	59009	1513
LDHAP7	45	0
LDHAP4	259	14
LDHAP3	21	0
LDHAP2	16	9
LDHAL6B	13	52
LDHAL6A	31	72
LDHA	85163	3668
LDC1P	0	192
LDB1	1780	1656
LDAH	2078	218
LDAF1	600	533
LCTL	1382	238
LCT	4	14
LCP2	0	11
LCP1	37	36
LCORL	2822	266
LCOR	3670	463
LCNL1	0	10
LCN2	189	8
LCN12	13	40
LCMT2	644	1903
LCMT1-AS2	19	5
LCMT1-AS1	7	54
LCMT1	1094	70
LCLAT1	3994	210
LCE5A	0	23
LCAT	83	192
LCA5L	115	63
LCA5	248	55
LBX2-AS1	109	262
LBX2	71	154
LBR	8518	319
LBP	14	6
LBHD1	2714	1481
LBH	3714	564
LAYN	150	30
LATS2	1185	698
LATS1	2417	877
LAT2	77	495
LAT	24	185
LASTR	43	18
LASP1	31799	1129
LAS1L	5182	716
LARS2	1765	93
LARS1	10420	1017
LARP7	3228	1063
LARP6	534	129
LARP4B-DT	8	10
LARP4B	7730	1196
LARP4	10787	1856
LARP1P1	0	11
LARP1B	1312	326
LARP1	24729	820
LARGE2	31	4
LARGE1	286	19
LAPTM5	9	278
LAPTM4BP2	12	0
LAPTM4B	10830	256
LAPTM4A-DT	0	38
LAPTM4A	7911	978
LAP3	2809	2040
LANCL2	1460	240
LANCL1-AS1	25	24
LANCL1	5440	802
LAMTOR5-AS1	800	500
LAMTOR5	2134	1174
LAMTOR4	700	477
LAMTOR3	1267	1062
LAMTOR2	834	165
LAMTOR1	1866	474
LAMP3	8	195
LAMP2	9925	1722
LAMP1	4760	694
LAMC3	54	2
LAMC2	4587	386
LAMC1-AS1	19	47
LAMC1	19285	2189
LAMB3	655	138
LAMB2P1	2	46
LAMB2	1757	783
LAMB1	21743	2331
LAMA5-AS1	151	65
LAMA5	8825	5162
LAMA4-AS1	0	28
LAMA4	89	39
LAMA3	4299	554
LAMA2	37	1602
LAMA1	18	17
LAGE3P1	11	22
LAGE3	292	75
LAG3	9	638
LAD1	54	8
LACTB2-AS1	1099	201
LACTB2	5152	739
LACTB	3663	3160
LACC1	660	1033
L3MBTL3	562	117
L3MBTL2-AS1	206	52
L3MBTL2	1157	287
L3MBTL1	85	74
L3HYPDH	1538	566
L2HGDH	2512	138
L1CAM	334	69
KYNU	12615	3058
KYAT3	750	460
KYAT1	287	198
KXD1	1843	596
KTN1-AS1	285	262
KTN1	23194	6362
KTI12	484	214
